Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments
VLT100194,No Helmet,453,Karnataka,7/14/2023,22:16,Auto Rickshaw,Blue,2020,Punjab,58,Other,Heavy Vehicle,2,Dust Storm,Dry,OFF3719,Local Police,Expired,1,No,N/A,Yellow,80,41,0.24,Negative,No,Yes,Online,Yes,2,Repeat Offender
VLT100195,Overloading,2067,Punjab,7/15/2023,11:39,Truck,Blue,2010,Gujarat,52,Male,Two-Wheeler,2,Foggy,Slippery,OFF8283,Traffic Police,Suspended,5,No,N/A,Green,50,116,0.24,Positive,No,Yes,Card,No,1,Fine Paid On Spot
VLT100196,Over-speeding,3199,Punjab,7/16/2023,0:26,Scooter,Grey,2006,Punjab,73,Other,Four-Wheeler,4,Rainy,Dry,OFF9106,Highway Patrol,Expired,3,Yes,N/A,Green,30,71,0.28,Negative,No,Yes,Not Paid,Yes,0,First Violation
VLT100197,Signal Jumping,1807,Maharashtra,7/17/2023,23:48,Bike,Grey,2010,Gujarat,29,Other,Commercial,6,Foggy,Potholes,OFF9193,RTO,Expired,1,No,No,Yellow,100,77,0.5,Positive,No,No,Cash,Yes,5,First Violation
VLT100198,Wrong Parking,2254,Gujarat,7/18/2023,20:28,Auto Rickshaw,Grey,2004,Uttar Pradesh,20,Male,Four-Wheeler,8,Dust Storm,Potholes,OFF1861,RTO,Valid,1,N/A,No,Green,30,41,0.35,Positive,No,Yes,Online,No,2,Fine Paid On Spot
VLT100199,Wrong Parking,909,Delhi,7/19/2023,4:39,Truck,Red,2007,West Bengal,22,Male,Heavy Vehicle,9,Dust Storm,Slippery,OFF7500,Local Police,Suspended,4,Yes,N/A,Yellow,30,99,0.13,Not Conducted,No,Yes,Card,Yes,5,First Violation
VLT100200,No Seatbelt,1959,West Bengal,7/20/2023,14:32,Truck,Yellow,1997,Punjab,59,Female,Learner,10,Dust Storm,Slippery,OFF9882,Highway Patrol,Valid,1,No,No,Green,30,116,0.32,Negative,No,No,Card,Yes,3,First Violation
VLT100201,No Helmet,4766,Delhi,7/21/2023,2:09,Scooter,White,2001,Tamil Nadu,27,Male,Commercial,9,Dust Storm,Potholes,OFF1404,Local Police,Expired,4,No,Yes,Red,50,47,0.37,Not Conducted,Yes,Yes,Not Paid,Yes,4,
VLT100202,Over-speeding,4797,West Bengal,7/22/2023,20:05,Truck,Silver,2005,Gujarat,30,Male,Commercial,10,Clear,Dry,OFF4383,Local Police,Expired,3,N/A,No,Yellow,60,58,0.14,Positive,Yes,Yes,Cash,Yes,2,
VLT100203,No Helmet,222,Tamil Nadu,7/23/2023,9:32,Bike,Red,2002,Punjab,19,Male,Heavy Vehicle,4,Cloudy,Under Construction,OFF1539,Local Police,Expired,3,No,No,Green,50,36,0.19,Positive,No,No,Card,Yes,0,First Violation
VLT100204,No Helmet,2818,Maharashtra,7/24/2023,13:13,Bike,Black,2011,West Bengal,54,Male,Commercial,9,Dust Storm,Slippery,OFF1493,Highway Patrol,Valid,5,Yes,Yes,Red,30,89,0.08,Positive,Yes,No,Not Paid,No,3,
VLT100205,Signal Jumping,277,Karnataka,7/25/2023,20:19,Bike,Blue,2018,Gujarat,38,Other,Learner,10,Clear,Dry,OFF3510,Local Police,Valid,3,Yes,Yes,Red,60,102,0.05,Negative,Yes,Yes,Online,Yes,4,First Violation
VLT100206,Overloading,1112,Maharashtra,7/26/2023,10:55,Truck,Yellow,2007,Maharashtra,47,Male,Heavy Vehicle,8,Rainy,Dry,OFF7702,Traffic Police,Suspended,4,Yes,No,Yellow,30,78,0.03,Positive,Yes,Yes,Not Paid,No,0,
VLT100207,Wrong Parking,2413,West Bengal,7/27/2023,13:34,Bus,Red,2011,Uttar Pradesh,64,Female,Commercial,5,Rainy,Dry,OFF5456,Traffic Police,Suspended,1,No,N/A,Yellow,60,106,0.47,Positive,No,No,Not Paid,No,4,First Violation
VLT100208,Drunk Driving,540,Tamil Nadu,7/28/2023,18:00,Truck,White,2006,Karnataka,20,Female,Four-Wheeler,7,Foggy,Dry,OFF5943,Traffic Police,Suspended,5,No,N/A,Red,60,28,0.35,Negative,Yes,No,Online,Yes,0,
VLT100209,No Helmet,2718,Maharashtra,7/29/2023,16:28,Scooter,Grey,2016,Tamil Nadu,66,Male,Heavy Vehicle,9,Dust Storm,Dry,OFF9494,RTO,Valid,4,Yes,No,Red,40,99,0.1,Positive,Yes,Yes,Cash,Yes,5,Fine Paid On Spot
VLT100210,No Helmet,3313,West Bengal,7/30/2023,14:27,Car,Yellow,2005,Gujarat,63,Male,Four-Wheeler,0,Clear,Potholes,OFF6342,Highway Patrol,Expired,1,N/A,N/A,Yellow,30,115,0.06,Positive,No,No,Cash,Yes,0,First Violation
VLT100211,No Helmet,4371,Tamil Nadu,7/31/2023,1:54,Bike,Green,1998,Karnataka,58,Male,Commercial,0,Cloudy,Potholes,OFF1772,Local Police,Suspended,1,Yes,Yes,Green,50,93,0.48,Negative,Yes,No,Not Paid,No,1,
VLT100212,Signal Jumping,2433,Delhi,8/1/2023,10:39,Auto Rickshaw,Silver,2022,Karnataka,73,Male,Two-Wheeler,4,Clear,Under Construction,OFF6334,RTO,Suspended,2,No,Yes,Yellow,50,105,0.37,Positive,No,Yes,Not Paid,No,3,Repeat Offender
VLT100213,No Helmet,299,Punjab,8/2/2023,11:32,Bus,Blue,1996,Tamil Nadu,38,Male,Two-Wheeler,1,Rainy,Wet,OFF8624,Highway Patrol,Expired,5,No,No,Green,30,96,0.42,Negative,Yes,Yes,Not Paid,No,0,
VLT100214,Signal Jumping,530,Karnataka,8/3/2023,13:35,Scooter,Green,1999,Delhi,21,Other,Learner,8,Rainy,Potholes,OFF2370,Traffic Police,Valid,5,N/A,N/A,Green,50,98,0.46,Not Conducted,No,No,Cash,Yes,2,Repeat Offender
VLT100215,Wrong Parking,4640,Gujarat,8/4/2023,4:56,Auto Rickshaw,White,2004,Uttar Pradesh,32,Female,Heavy Vehicle,2,Foggy,Wet,OFF9061,RTO,Valid,3,No,Yes,Red,50,72,0.17,Not Conducted,No,No,Card,Yes,5,First Violation
VLT100216,Wrong Parking,3558,Karnataka,8/5/2023,10:07,Auto Rickshaw,Blue,2016,Tamil Nadu,34,Female,Heavy Vehicle,2,Clear,Dry,OFF4628,RTO,Suspended,2,N/A,N/A,Yellow,60,98,0.16,Negative,Yes,Yes,Online,Yes,1,Repeat Offender
VLT100217,Overloading,1618,Punjab,8/6/2023,5:50,Car,Yellow,1995,Gujarat,32,Male,Two-Wheeler,4,Clear,Under Construction,OFF9768,Traffic Police,Expired,5,N/A,N/A,Green,60,36,0.06,Positive,Yes,Yes,Cash,No,0,Repeat Offender
VLT100218,Over-speeding,1776,Delhi,8/7/2023,14:24,Bike,White,2001,Uttar Pradesh,44,Female,Commercial,7,Rainy,Potholes,OFF6519,RTO,Valid,3,Yes,N/A,Green,30,95,0.2,Positive,No,Yes,Card,Yes,4,
VLT100219,No Seatbelt,137,West Bengal,8/8/2023,23:18,Bike,Yellow,2003,Uttar Pradesh,47,Male,Heavy Vehicle,8,Foggy,Potholes,OFF5850,RTO,Expired,3,N/A,No,Yellow,60,54,0.04,Negative,No,Yes,Cash,No,3,Repeat Offender
VLT100220,Drunk Driving,2278,West Bengal,8/9/2023,4:41,Bike,Grey,2005,West Bengal,73,Male,Learner,7,Dust Storm,Slippery,OFF8057,RTO,Valid,4,Yes,N/A,Red,60,67,0.36,Positive,No,No,Not Paid,Yes,0,
VLT100221,Using Mobile Phone,574,Gujarat,8/10/2023,11:11,Bus,Grey,2006,Gujarat,42,Female,Commercial,2,Clear,Under Construction,OFF3076,Traffic Police,Expired,4,N/A,N/A,Yellow,30,51,0.5,Negative,Yes,No,Not Paid,Yes,0,Fine Paid On Spot
VLT100222,Wrong Parking,1348,Tamil Nadu,8/11/2023,19:01,Scooter,Red,2014,Gujarat,51,Female,Learner,3,Cloudy,Dry,OFF6788,Traffic Police,Suspended,2,No,N/A,Green,60,71,0.15,Not Conducted,Yes,Yes,Not Paid,No,4,
VLT100223,Wrong Parking,273,Gujarat,8/12/2023,5:27,Truck,Red,2013,Maharashtra,48,Female,Two-Wheeler,3,Cloudy,Slippery,OFF7526,Traffic Police,Suspended,2,N/A,N/A,Yellow,50,87,0.05,Negative,Yes,No,Card,No,0,Repeat Offender
VLT100224,No Seatbelt,1644,Delhi,8/13/2023,13:30,Car,Black,2014,West Bengal,45,Other,Learner,2,Clear,Slippery,OFF8118,Highway Patrol,Expired,1,No,N/A,Green,60,81,0.2,Negative,No,Yes,Online,No,5,Fine Paid On Spot
VLT100225,Driving Without License,1316,Gujarat,8/14/2023,18:14,Car,Green,2022,Delhi,65,Male,Learner,5,Dust Storm,Slippery,OFF9583,Local Police,Suspended,5,N/A,No,Yellow,100,119,0.22,Positive,No,Yes,Not Paid,Yes,1,Fine Paid On Spot
VLT100226,Overloading,2426,Gujarat,8/15/2023,11:03,Bike,Black,2006,Delhi,31,Other,Learner,1,Foggy,Under Construction,OFF7756,Local Police,Suspended,4,Yes,Yes,Green,50,104,0.33,Negative,Yes,No,Card,No,4,Fine Paid On Spot
VLT100227,Wrong Parking,3575,Delhi,8/16/2023,3:09,Truck,White,2018,Gujarat,18,Male,Four-Wheeler,3,Cloudy,Under Construction,OFF8578,Highway Patrol,Expired,3,N/A,No,Red,80,92,0.34,Positive,Yes,Yes,Card,No,5,
VLT100228,Wrong Parking,3368,West Bengal,8/17/2023,13:49,Auto Rickshaw,Red,2020,Maharashtra,40,Female,Two-Wheeler,1,Clear,Dry,OFF3362,Local Police,Expired,4,Yes,N/A,Yellow,40,32,0.01,Negative,No,No,Online,No,1,Repeat Offender
VLT100229,Using Mobile Phone,3773,Karnataka,8/18/2023,23:47,Auto Rickshaw,White,2004,Karnataka,70,Female,Two-Wheeler,1,Foggy,Slippery,OFF7783,Traffic Police,Valid,3,No,N/A,Yellow,50,53,0.38,Positive,No,Yes,Online,No,5,Fine Paid On Spot
VLT100230,Wrong Parking,157,Punjab,8/19/2023,1:05,Car,White,1997,Uttar Pradesh,32,Other,Four-Wheeler,2,Rainy,Under Construction,OFF4720,Traffic Police,Expired,1,N/A,N/A,Yellow,40,58,0.09,Positive,No,Yes,Online,No,3,
VLT100231,Driving Without License,1678,Punjab,8/20/2023,6:29,Scooter,Grey,1999,Gujarat,43,Female,Learner,7,Cloudy,Under Construction,OFF1704,Highway Patrol,Expired,4,No,N/A,Yellow,80,37,0.22,Negative,No,Yes,Card,Yes,0,
VLT100232,Using Mobile Phone,3551,Karnataka,8/21/2023,12:51,Car,Blue,2016,Karnataka,50,Other,Commercial,0,Foggy,Wet,OFF7931,Local Police,Suspended,3,Yes,No,Red,30,82,0.03,Not Conducted,No,No,Cash,No,3,Repeat Offender
VLT100233,Drunk Driving,3802,Punjab,8/22/2023,5:50,Truck,Red,2012,Punjab,75,Female,Heavy Vehicle,6,Cloudy,Dry,OFF8782,RTO,Expired,2,N/A,Yes,Red,40,116,0.37,Positive,Yes,No,Not Paid,No,0,Repeat Offender
VLT100234,Signal Jumping,4805,Gujarat,8/23/2023,19:14,Scooter,Green,2007,Uttar Pradesh,25,Female,Four-Wheeler,5,Foggy,Under Construction,OFF4003,Traffic Police,Suspended,1,No,No,Green,40,57,0.32,Negative,Yes,Yes,Online,No,2,
VLT100235,Wrong Parking,507,Punjab,8/24/2023,15:30,Truck,Silver,1997,Tamil Nadu,18,Male,Heavy Vehicle,6,Clear,Wet,OFF8948,Local Police,Suspended,5,N/A,N/A,Red,30,100,0.34,Negative,Yes,Yes,Online,Yes,1,Fine Paid On Spot
VLT100236,Over-speeding,4720,Karnataka,8/25/2023,7:48,Auto Rickshaw,Red,2020,West Bengal,47,Female,Four-Wheeler,1,Cloudy,Dry,OFF9783,Local Police,Suspended,4,Yes,N/A,Green,80,64,0.16,Not Conducted,No,Yes,Cash,No,2,
VLT100237,Over-speeding,3782,West Bengal,8/26/2023,22:44,Bike,Green,2009,Uttar Pradesh,44,Male,Heavy Vehicle,1,Dust Storm,Slippery,OFF2115,RTO,Suspended,5,N/A,N/A,Green,50,21,0.31,Negative,No,Yes,Card,Yes,4,Fine Paid On Spot
VLT100238,Signal Jumping,4885,Karnataka,8/27/2023,5:39,Car,Red,2003,Karnataka,57,Male,Two-Wheeler,8,Rainy,Potholes,OFF5269,Highway Patrol,Suspended,3,Yes,Yes,Red,40,119,0.07,Not Conducted,Yes,Yes,Card,No,3,Fine Paid On Spot
VLT100239,Overloading,2514,Delhi,8/28/2023,21:43,Scooter,Black,2003,West Bengal,43,Female,Two-Wheeler,10,Cloudy,Potholes,OFF3529,RTO,Suspended,2,Yes,N/A,Red,80,59,0.31,Not Conducted,No,No,Card,Yes,0,Repeat Offender
VLT100240,Overloading,4415,Punjab,8/29/2023,5:26,Scooter,Black,2004,Gujarat,47,Female,Learner,2,Rainy,Wet,OFF8911,Local Police,Suspended,1,N/A,Yes,Red,60,27,0.3,Positive,No,No,Cash,Yes,5,Fine Paid On Spot
VLT100241,Driving Without License,2959,Karnataka,8/30/2023,10:46,Bike,Silver,1997,Tamil Nadu,70,Male,Four-Wheeler,3,Cloudy,Dry,OFF1963,Highway Patrol,Valid,3,N/A,No,Red,50,100,0.12,Not Conducted,No,No,Cash,Yes,5,Repeat Offender
VLT100242,No Helmet,2991,Karnataka,8/31/2023,9:30,Scooter,Grey,2003,Punjab,59,Other,Learner,4,Cloudy,Wet,OFF8912,RTO,Suspended,1,Yes,N/A,Green,50,53,0.03,Positive,No,No,Online,No,0,Repeat Offender
VLT100243,Wrong Parking,3505,Delhi,9/1/2023,23:32,Scooter,Red,2006,Punjab,74,Female,Two-Wheeler,8,Dust Storm,Dry,OFF3661,Highway Patrol,Valid,3,No,Yes,Yellow,60,97,0.04,Negative,No,No,Not Paid,Yes,0,Fine Paid On Spot
VLT100244,Wrong Parking,3978,Delhi,9/2/2023,13:47,Bike,White,2007,Maharashtra,41,Female,Four-Wheeler,10,Foggy,Dry,OFF4354,Local Police,Valid,5,N/A,N/A,Red,40,99,0.2,Positive,No,No,Cash,No,2,Repeat Offender
VLT100245,Over-speeding,4959,Karnataka,9/3/2023,2:04,Truck,Red,1996,Maharashtra,46,Other,Learner,8,Cloudy,Under Construction,OFF1359,RTO,Valid,3,N/A,Yes,Yellow,50,82,0.21,Negative,No,No,Not Paid,Yes,3,Repeat Offender
VLT100246,Over-speeding,4298,Maharashtra,9/4/2023,23:14,Car,Black,2008,Karnataka,32,Male,Four-Wheeler,10,Dust Storm,Slippery,OFF2876,Traffic Police,Expired,5,N/A,Yes,Red,100,110,0.1,Not Conducted,Yes,No,Cash,No,1,First Violation
VLT100247,No Seatbelt,4453,Gujarat,9/5/2023,20:06,Car,Silver,2015,West Bengal,43,Other,Four-Wheeler,4,Clear,Dry,OFF3628,RTO,Valid,1,No,N/A,Red,80,98,0.23,Not Conducted,Yes,Yes,Cash,Yes,2,First Violation
VLT100248,Drunk Driving,1396,Karnataka,9/6/2023,15:24,Scooter,Blue,2004,Uttar Pradesh,21,Other,Learner,9,Foggy,Dry,OFF2058,RTO,Valid,1,Yes,N/A,Yellow,40,37,0.24,Positive,Yes,No,Online,No,2,
VLT100249,Overloading,4917,Gujarat,9/7/2023,6:38,Scooter,Black,2001,Tamil Nadu,27,Male,Learner,10,Rainy,Dry,OFF5831,Local Police,Valid,5,N/A,N/A,Yellow,100,85,0.46,Negative,No,No,Online,Yes,5,First Violation
VLT100250,Driving Without License,1669,Uttar Pradesh,9/8/2023,0:41,Auto Rickshaw,Grey,2011,Tamil Nadu,49,Other,Two-Wheeler,1,Clear,Wet,OFF6764,Traffic Police,Valid,1,Yes,Yes,Green,50,115,0.18,Positive,Yes,No,Cash,No,2,First Violation
VLT100251,Driving Without License,1031,Delhi,9/9/2023,17:57,Auto Rickshaw,Yellow,2004,Uttar Pradesh,41,Female,Learner,4,Foggy,Slippery,OFF2924,Traffic Police,Valid,4,No,Yes,Red,40,120,0.28,Not Conducted,Yes,No,Card,No,5,Repeat Offender
VLT100252,Wrong Parking,2768,Tamil Nadu,9/10/2023,21:49,Car,White,2012,Karnataka,45,Male,Four-Wheeler,0,Cloudy,Dry,OFF4760,RTO,Expired,4,N/A,N/A,Red,100,37,0.26,Positive,Yes,No,Card,Yes,1,Fine Paid On Spot
VLT100253,No Seatbelt,3472,West Bengal,9/11/2023,19:49,Bike,Green,1996,Uttar Pradesh,72,Other,Two-Wheeler,2,Foggy,Slippery,OFF2720,Highway Patrol,Valid,5,Yes,No,Green,50,105,0.2,Positive,No,No,Cash,No,2,First Violation
VLT100254,Wrong Parking,1578,Tamil Nadu,9/12/2023,19:02,Bus,Yellow,2004,Karnataka,67,Other,Four-Wheeler,0,Foggy,Potholes,OFF5750,Local Police,Expired,5,Yes,Yes,Green,30,117,0.06,Not Conducted,No,Yes,Online,No,3,Fine Paid On Spot
VLT100255,Drunk Driving,4641,Karnataka,9/13/2023,5:13,Scooter,Yellow,2008,Uttar Pradesh,69,Other,Commercial,10,Rainy,Slippery,OFF1533,Traffic Police,Valid,4,No,Yes,Green,30,90,0.38,Positive,Yes,Yes,Cash,No,0,Repeat Offender
VLT100256,No Helmet,3559,Tamil Nadu,9/14/2023,6:44,Car,White,2012,Gujarat,54,Female,Learner,5,Rainy,Slippery,OFF5732,Traffic Police,Expired,2,N/A,N/A,Green,30,60,0.29,Positive,No,Yes,Cash,Yes,1,Fine Paid On Spot
VLT100257,Driving Without License,3130,Uttar Pradesh,9/15/2023,19:25,Bus,Blue,2010,Punjab,67,Other,Heavy Vehicle,5,Cloudy,Dry,OFF5460,Highway Patrol,Suspended,2,No,Yes,Green,50,31,0.22,Not Conducted,Yes,Yes,Online,Yes,0,Fine Paid On Spot
VLT100258,Overloading,4409,Delhi,9/16/2023,4:09,Scooter,Grey,2021,Karnataka,70,Female,Learner,1,Dust Storm,Potholes,OFF9765,Local Police,Valid,5,No,Yes,Yellow,30,73,0.07,Negative,No,No,Not Paid,Yes,1,Repeat Offender
VLT100259,Over-speeding,1637,Punjab,9/17/2023,0:44,Bus,Grey,2007,Delhi,19,Male,Heavy Vehicle,10,Foggy,Wet,OFF1945,Traffic Police,Expired,2,N/A,No,Red,30,64,0.11,Negative,No,Yes,Online,Yes,5,Fine Paid On Spot
VLT100260,Wrong Parking,369,Uttar Pradesh,9/18/2023,19:27,Bus,Blue,2008,Gujarat,65,Female,Four-Wheeler,0,Clear,Dry,OFF9187,Highway Patrol,Valid,5,N/A,N/A,Yellow,50,100,0.09,Negative,Yes,Yes,Cash,No,1,Fine Paid On Spot
VLT100261,Using Mobile Phone,1793,West Bengal,9/19/2023,0:48,Scooter,Silver,1999,Tamil Nadu,33,Female,Learner,5,Foggy,Under Construction,OFF4805,Traffic Police,Valid,5,No,No,Green,50,120,0.02,Positive,Yes,Yes,Card,Yes,4,
VLT100262,Over-speeding,532,West Bengal,9/20/2023,13:02,Truck,Blue,2003,West Bengal,20,Other,Learner,2,Foggy,Under Construction,OFF9694,Local Police,Valid,5,N/A,N/A,Green,30,69,0.09,Not Conducted,No,Yes,Cash,No,4,
VLT100263,Over-speeding,2052,Delhi,9/21/2023,12:29,Bus,Green,2018,Karnataka,66,Other,Two-Wheeler,1,Dust Storm,Wet,OFF4047,Traffic Police,Suspended,5,No,No,Yellow,60,45,0.14,Not Conducted,No,Yes,Card,Yes,0,First Violation
VLT100264,No Helmet,2619,Karnataka,9/22/2023,15:00,Truck,Red,2008,Delhi,64,Female,Heavy Vehicle,3,Rainy,Under Construction,OFF4455,Traffic Police,Valid,5,N/A,No,Yellow,40,100,0.19,Positive,Yes,No,Card,No,1,Repeat Offender
VLT100265,Using Mobile Phone,1123,Gujarat,9/23/2023,5:51,Bus,Green,2003,Gujarat,63,Male,Two-Wheeler,4,Rainy,Potholes,OFF3478,RTO,Valid,2,No,N/A,Red,50,85,0.16,Positive,Yes,No,Not Paid,Yes,1,Fine Paid On Spot
VLT100266,Over-speeding,2605,Tamil Nadu,9/24/2023,4:25,Auto Rickshaw,White,2021,Maharashtra,58,Female,Heavy Vehicle,10,Foggy,Slippery,OFF8471,Local Police,Suspended,1,No,No,Green,30,22,0.39,Not Conducted,Yes,Yes,Card,Yes,4,First Violation
VLT100267,Wrong Parking,996,Punjab,9/25/2023,14:06,Bus,Black,2003,Gujarat,23,Male,Four-Wheeler,3,Dust Storm,Under Construction,OFF2626,Local Police,Valid,2,No,No,Yellow,80,43,0.47,Not Conducted,No,No,Card,No,5,First Violation
VLT100268,Signal Jumping,2047,Delhi,9/26/2023,20:17,Bus,Blue,2019,Delhi,43,Female,Two-Wheeler,6,Dust Storm,Potholes,OFF1482,Traffic Police,Valid,4,No,N/A,Green,30,87,0.42,Positive,No,No,Card,Yes,1,First Violation
VLT100269,Wrong Parking,2779,Delhi,9/27/2023,16:30,Truck,Yellow,2004,Karnataka,52,Male,Two-Wheeler,0,Rainy,Potholes,OFF1215,RTO,Suspended,4,N/A,N/A,Yellow,60,51,0.42,Positive,No,No,Online,No,4,
VLT100270,Driving Without License,3924,Gujarat,9/28/2023,11:36,Bike,Blue,2020,Punjab,21,Other,Learner,8,Dust Storm,Slippery,OFF7860,Traffic Police,Suspended,1,N/A,No,Yellow,30,104,0.45,Negative,Yes,No,Not Paid,Yes,2,Fine Paid On Spot
VLT100271,Wrong Parking,4327,Maharashtra,9/29/2023,15:51,Auto Rickshaw,Blue,2000,Delhi,62,Male,Learner,1,Foggy,Dry,OFF5157,Highway Patrol,Suspended,1,Yes,N/A,Red,30,84,0.47,Positive,No,No,Card,No,4,Fine Paid On Spot
VLT100272,Using Mobile Phone,794,West Bengal,9/30/2023,16:31,Scooter,White,2019,West Bengal,62,Other,Commercial,0,Cloudy,Under Construction,OFF5440,Local Police,Suspended,2,N/A,No,Yellow,100,47,0.16,Positive,No,Yes,Cash,No,1,Repeat Offender
VLT100273,Signal Jumping,2400,Punjab,10/1/2023,13:39,Scooter,Red,2013,Gujarat,24,Female,Commercial,0,Dust Storm,Slippery,OFF8487,RTO,Valid,1,N/A,N/A,Green,50,22,0.35,Positive,Yes,Yes,Online,No,2,Repeat Offender
VLT100274,Over-speeding,3867,Gujarat,10/2/2023,17:36,Auto Rickshaw,Black,2010,Delhi,48,Female,Four-Wheeler,10,Cloudy,Under Construction,OFF1015,Local Police,Expired,2,No,No,Red,80,98,0.42,Positive,No,No,Card,Yes,1,First Violation
VLT100275,Signal Jumping,2945,Tamil Nadu,10/3/2023,15:09,Auto Rickshaw,White,1995,Tamil Nadu,63,Female,Commercial,1,Rainy,Under Construction,OFF3043,Local Police,Valid,2,N/A,No,Yellow,80,62,0.32,Positive,No,Yes,Online,No,5,Fine Paid On Spot
VLT100276,Signal Jumping,3203,Gujarat,10/4/2023,5:56,Auto Rickshaw,Yellow,2004,Gujarat,41,Female,Two-Wheeler,3,Dust Storm,Wet,OFF9457,Local Police,Suspended,4,Yes,Yes,Yellow,80,28,0.04,Not Conducted,No,No,Not Paid,No,0,First Violation
VLT100277,Wrong Parking,1052,Gujarat,10/5/2023,17:56,Car,Yellow,1998,Gujarat,58,Male,Commercial,7,Dust Storm,Wet,OFF7424,Local Police,Valid,4,Yes,Yes,Yellow,80,77,0.1,Negative,Yes,Yes,Cash,No,3,Repeat Offender
VLT100278,Signal Jumping,1068,Gujarat,10/6/2023,19:28,Bike,Yellow,2016,Delhi,40,Male,Heavy Vehicle,4,Clear,Slippery,OFF3925,RTO,Expired,3,No,No,Yellow,100,37,0.42,Negative,No,Yes,Card,No,0,Repeat Offender
VLT100279,Driving Without License,2846,Karnataka,10/7/2023,11:59,Car,Green,1996,Tamil Nadu,35,Other,Four-Wheeler,5,Foggy,Under Construction,OFF4671,Local Police,Expired,3,Yes,Yes,Red,80,21,0.36,Negative,Yes,Yes,Card,Yes,3,
VLT100280,No Helmet,2118,Karnataka,10/8/2023,11:26,Car,Grey,2003,Maharashtra,34,Female,Commercial,9,Clear,Slippery,OFF1142,Highway Patrol,Expired,4,Yes,N/A,Green,40,117,0.23,Not Conducted,Yes,Yes,Card,Yes,1,
VLT100281,Overloading,4806,Delhi,10/9/2023,10:11,Bike,Blue,2013,Karnataka,60,Other,Heavy Vehicle,9,Clear,Dry,OFF3239,RTO,Suspended,1,Yes,N/A,Green,50,75,0.19,Positive,No,No,Card,Yes,5,Fine Paid On Spot
VLT100282,Driving Without License,3213,Maharashtra,10/10/2023,15:22,Bike,Yellow,2005,Delhi,58,Female,Commercial,10,Foggy,Slippery,OFF8471,RTO,Valid,3,No,N/A,Red,60,47,0.15,Not Conducted,No,Yes,Card,Yes,5,Repeat Offender
VLT100283,No Helmet,3980,Punjab,10/11/2023,7:10,Bike,Black,1997,Gujarat,40,Female,Heavy Vehicle,9,Dust Storm,Under Construction,OFF7655,Local Police,Expired,4,No,N/A,Green,30,68,0.11,Not Conducted,Yes,No,Not Paid,Yes,2,
VLT100284,Drunk Driving,4925,Uttar Pradesh,10/12/2023,12:45,Bike,Grey,2011,Delhi,28,Female,Two-Wheeler,9,Clear,Slippery,OFF1938,Traffic Police,Expired,4,No,Yes,Yellow,50,113,0.35,Not Conducted,No,No,Not Paid,Yes,2,First Violation
VLT100285,No Helmet,2008,West Bengal,10/13/2023,10:39,Auto Rickshaw,Blue,1999,Punjab,59,Other,Two-Wheeler,10,Rainy,Under Construction,OFF6354,Traffic Police,Suspended,2,N/A,N/A,Green,50,30,0.15,Negative,Yes,Yes,Cash,Yes,0,
VLT100286,Overloading,928,Maharashtra,10/14/2023,13:53,Truck,Blue,2001,West Bengal,72,Male,Four-Wheeler,10,Rainy,Under Construction,OFF8594,RTO,Expired,5,N/A,No,Red,50,39,0.48,Negative,Yes,No,Cash,No,2,Fine Paid On Spot
VLT100287,Wrong Parking,1519,Gujarat,10/15/2023,19:51,Truck,Yellow,2002,West Bengal,24,Other,Two-Wheeler,9,Cloudy,Dry,OFF9710,Highway Patrol,Valid,5,Yes,Yes,Yellow,60,42,0.27,Positive,No,No,Cash,No,2,First Violation
VLT100288,Over-speeding,2558,Uttar Pradesh,10/16/2023,14:18,Auto Rickshaw,Silver,1998,Gujarat,42,Other,Commercial,2,Clear,Dry,OFF6181,Local Police,Suspended,1,Yes,N/A,Yellow,40,116,0.09,Negative,No,Yes,Card,Yes,3,First Violation
VLT100289,Over-speeding,2085,Maharashtra,10/17/2023,13:15,Truck,Green,2010,Maharashtra,69,Female,Two-Wheeler,1,Foggy,Under Construction,OFF4294,Traffic Police,Suspended,1,Yes,No,Red,60,38,0.1,Not Conducted,Yes,No,Online,No,3,
VLT100290,Drunk Driving,3573,Punjab,10/18/2023,22:39,Bus,Black,2002,Punjab,46,Female,Two-Wheeler,8,Foggy,Wet,OFF2818,Local Police,Expired,2,N/A,N/A,Green,40,30,0.35,Not Conducted,No,Yes,Cash,No,3,Repeat Offender
VLT100291,Drunk Driving,4450,Tamil Nadu,10/19/2023,2:16,Auto Rickshaw,Blue,1995,Tamil Nadu,42,Male,Commercial,10,Dust Storm,Under Construction,OFF9274,RTO,Suspended,3,N/A,N/A,Yellow,60,59,0.46,Not Conducted,Yes,No,Card,No,2,Fine Paid On Spot
